transaction_id,customer_id,amount,payment_status,failure_reason,attempts,customer_type,previous_successes,days_since_failure,recovery_action,recovery_status,recovered_amount
TXN10209,CUST1201,4946.11,FAILED,TEMPORARY_BANK_ERROR,2,LOYAL,10,4,RETRY,SUCCESS,4946.11
TXN10210,CUST1185,1314.26,FAILED,AUTHENTICATION_FAILURE,3,RETURNING,5,7,ESCALATE,ESCALATED,0.0
TXN10211,CUST1210,6484.72,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,4,2,ESCALATE,ESCALATED,0.0
TXN10212,CUST1182,4673.57,FAILED,INSUFFICIENT_FUNDS,4,NEW,2,13,ESCALATE,ESCALATED,0.0
TXN10213,CUST1259,12501.69,FAILED,UNKNOWN,1,RETURNING,2,0,REMINDER,FAILED,0.0
TXN10214,CUST1060,37436.45,FAILED,NETWORK_ERROR,2,LOYAL,18,4,RETRY,SUCCESS,37436.45
TXN10215,CUST1034,3322.19,FAILED,NETWORK_ERROR,3,LOYAL,20,12,ESCALATE,ESCALATED,0.0
TXN10216,CUST1259,972.38,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,6,3,PAYMENT_LINK,SUCCESS,972.38
TXN10217,CUST1030,288.72,FAILED,TEMPORARY_BANK_ERROR,4,NEW,0,11,ESCALATE,ESCALATED,0.0
TXN10218,CUST1181,5776.01,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,5,11,ESCALATE,ESCALATED,0.0
TXN10219,CUST1020,971.0,FAILED,TEMPORARY_BANK_ERROR,2,RETURNING,9,9,RETRY,FAILED,0.0
TXN10220,CUST1153,23893.73,FAILED,UNKNOWN,3,NEW,2,6,ESCALATE,ESCALATED,0.0
TXN10221,CUST1160,4081.0,FAILED,NETWORK_ERROR,2,LOYAL,12,4,RETRY,SUCCESS,4081.0
TXN10222,CUST1042,20038.67,FAILED,AUTHENTICATION_FAILURE,1,RETURNING,2,12,CUSTOMER_PROMPT,FAILED,0.0
TXN10223,CUST1111,7661.97,FAILED,AUTHENTICATION_FAILURE,1,NEW,1,4,CUSTOMER_PROMPT,FAILED,0.0
TXN10224,CUST1058,44479.48,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,7,7,ESCALATE,ESCALATED,0.0
TXN10225,CUST1212,41451.13,FAILED,NETWORK_ERROR,2,LOYAL,11,14,RETRY,SUCCESS,41451.13
TXN10226,CUST1247,1386.33,FAILED,NETWORK_ERROR,1,RETURNING,3,14,RETRY,FAILED,0.0
TXN10227,CUST1266,31548.07,FAILED,CARD_EXPIRED,2,NEW,2,10,CUSTOMER_PROMPT,FAILED,0.0
TXN10228,CUST1237,565.78,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,6,14,PAYMENT_LINK,SUCCESS,565.78
TXN10229,CUST1219,3263.48,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,4,1,ESCALATE,ESCALATED,0.0
TXN10230,CUST1011,45759.59,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,7,2,CUSTOMER_PROMPT,FAILED,0.0
TXN10231,CUST1222,1530.51,FAILED,NETWORK_ERROR,2,LOYAL,28,3,RETRY,FAILED,0.0
TXN10232,CUST1226,37474.44,FAILED,CARD_EXPIRED,2,RETURNING,2,13,CUSTOMER_PROMPT,FAILED,0.0
TXN10233,CUST1212,8864.56,FAILED,AUTHENTICATION_FAILURE,3,NEW,0,11,ESCALATE,ESCALATED,0.0
TXN10234,CUST1162,8553.22,FAILED,TEMPORARY_BANK_ERROR,2,NEW,0,13,RETRY,FAILED,0.0
TXN10235,CUST1138,4783.18,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,8,0,CUSTOMER_PROMPT,FAILED,0.0
TXN10236,CUST1200,1717.73,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,3,11,ESCALATE,ESCALATED,0.0
TXN10237,CUST1226,12906.83,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,3,14,CUSTOMER_PROMPT,SUCCESS,12906.83
TXN10238,CUST1133,1572.68,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,4,1,ESCALATE,ESCALATED,0.0
TXN10239,CUST1083,6482.96,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,5,2,PAYMENT_LINK,FAILED,0.0
TXN10240,CUST1274,5371.13,FAILED,NETWORK_ERROR,2,RETURNING,9,2,RETRY,FAILED,0.0
TXN10241,CUST1119,48512.41,FAILED,CARD_EXPIRED,4,RETURNING,5,2,ESCALATE,ESCALATED,0.0
TXN10242,CUST1226,6325.05,FAILED,INSUFFICIENT_FUNDS,1,NEW,0,13,PAYMENT_LINK,FAILED,0.0
TXN10243,CUST1119,33952.33,FAILED,CARD_EXPIRED,1,LOYAL,15,13,CUSTOMER_PROMPT,SUCCESS,33952.33
TXN10244,CUST1254,532.59,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,5,13,ESCALATE,ESCALATED,0.0
TXN10245,CUST1215,1384.89,FAILED,UNKNOWN,4,RETURNING,2,2,ESCALATE,ESCALATED,0.0
TXN10246,CUST1231,2201.11,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,8,9,ESCALATE,ESCALATED,0.0
TXN10247,CUST1066,41552.09,FAILED,TEMPORARY_BANK_ERROR,4,NEW,2,5,ESCALATE,ESCALATED,0.0
TXN10248,CUST1060,34026.04,FAILED,NETWORK_ERROR,2,LOYAL,15,5,RETRY,SUCCESS,34026.04
TXN10249,CUST1236,2365.14,FAILED,AUTHENTICATION_FAILURE,4,LOYAL,20,13,ESCALATE,ESCALATED,0.0
TXN10250,CUST1294,1052.72,FAILED,CARD_EXPIRED,4,NEW,1,11,ESCALATE,ESCALATED,0.0
TXN10251,CUST1276,30506.71,FAILED,INSUFFICIENT_FUNDS,1,NEW,0,0,PAYMENT_LINK,FAILED,0.0
TXN10252,CUST1000,820.4,FAILED,UNKNOWN,1,RETURNING,7,14,REMINDER,FAILED,0.0
TXN10253,CUST1249,900.77,FAILED,NETWORK_ERROR,1,RETURNING,5,12,RETRY,FAILED,0.0
TXN10254,CUST1160,8902.18,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,8,1,ESCALATE,ESCALATED,0.0
TXN10255,CUST1284,1020.23,FAILED,INSUFFICIENT_FUNDS,1,NEW,1,6,PAYMENT_LINK,SUCCESS,1020.23
TXN10256,CUST1083,4895.0,FAILED,UNKNOWN,1,RETURNING,4,6,REMINDER,FAILED,0.0
TXN10257,CUST1234,31199.66,FAILED,CARD_EXPIRED,1,RETURNING,9,13,CUSTOMER_PROMPT,FAILED,0.0
TXN10258,CUST1098,1073.8,FAILED,CARD_EXPIRED,2,LOYAL,13,10,CUSTOMER_PROMPT,FAILED,0.0
TXN10259,CUST1040,6339.73,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,3,11,ESCALATE,ESCALATED,0.0
TXN10260,CUST1155,4550.62,FAILED,NETWORK_ERROR,1,RETURNING,7,7,RETRY,SUCCESS,4550.62
TXN10261,CUST1125,973.95,FAILED,TEMPORARY_BANK_ERROR,4,LOYAL,26,1,ESCALATE,ESCALATED,0.0
TXN10262,CUST1066,2809.98,FAILED,AUTHENTICATION_FAILURE,3,LOYAL,19,3,ESCALATE,ESCALATED,0.0
TXN10263,CUST1244,5073.27,FAILED,INSUFFICIENT_FUNDS,2,LOYAL,17,10,PAYMENT_LINK,SUCCESS,5073.27
TXN10264,CUST1284,9199.77,FAILED,CARD_EXPIRED,4,RETURNING,4,1,ESCALATE,ESCALATED,0.0
TXN10265,CUST1161,718.13,FAILED,AUTHENTICATION_FAILURE,1,LOYAL,29,8,CUSTOMER_PROMPT,FAILED,0.0
TXN10266,CUST1020,43541.97,FAILED,NETWORK_ERROR,2,RETURNING,9,0,RETRY,SUCCESS,43541.97
TXN10267,CUST1272,23891.08,FAILED,TEMPORARY_BANK_ERROR,2,NEW,2,10,RETRY,SUCCESS,23891.08
TXN10268,CUST1163,4403.61,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,8,4,ESCALATE,ESCALATED,0.0
TXN10269,CUST1004,3058.85,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,6,4,PAYMENT_LINK,FAILED,0.0
TXN10270,CUST1069,4205.86,FAILED,AUTHENTICATION_FAILURE,4,NEW,2,11,ESCALATE,ESCALATED,0.0
TXN10271,CUST1178,1258.72,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,8,8,ESCALATE,ESCALATED,0.0
TXN10272,CUST1115,27738.23,FAILED,CARD_EXPIRED,3,RETURNING,5,14,ESCALATE,ESCALATED,0.0
TXN10273,CUST1286,21937.4,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,4,14,PAYMENT_LINK,FAILED,0.0
TXN10274,CUST1203,8100.01,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,7,13,ESCALATE,ESCALATED,0.0
TXN10275,CUST1029,1646.99,FAILED,UNKNOWN,4,RETURNING,4,9,ESCALATE,ESCALATED,0.0
TXN10276,CUST1126,224.77,FAILED,NETWORK_ERROR,1,NEW,0,11,RETRY,FAILED,0.0
TXN10277,CUST1074,14176.17,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,7,13,ESCALATE,RECOVERED,14176.17
TXN10278,CUST1144,826.88,FAILED,UNKNOWN,3,RETURNING,6,5,ESCALATE,ESCALATED,0.0
TXN10279,CUST1214,8355.33,FAILED,NETWORK_ERROR,3,NEW,0,11,ESCALATE,ESCALATED,0.0
TXN10280,CUST1020,1871.61,FAILED,TEMPORARY_BANK_ERROR,1,RETURNING,8,13,RETRY,FAILED,0.0
TXN10281,CUST1159,40384.46,FAILED,AUTHENTICATION_FAILURE,4,LOYAL,17,5,ESCALATE,RECOVERED,40384.46
TXN10282,CUST1263,1146.3,FAILED,AUTHENTICATION_FAILURE,4,LOYAL,29,12,ESCALATE,ESCALATED,0.0
TXN10283,CUST1240,5973.07,FAILED,INSUFFICIENT_FUNDS,1,LOYAL,18,14,PAYMENT_LINK,SUCCESS,5973.07
TXN10284,CUST1156,2374.77,FAILED,INSUFFICIENT_FUNDS,2,LOYAL,25,4,PAYMENT_LINK,FAILED,0.0
TXN10285,CUST1082,1874.6,FAILED,AUTHENTICATION_FAILURE,2,LOYAL,19,14,CUSTOMER_PROMPT,FAILED,0.0
TXN10286,CUST1119,1836.9,FAILED,AUTHENTICATION_FAILURE,1,NEW,2,11,CUSTOMER_PROMPT,FAILED,0.0
TXN10287,CUST1280,20169.26,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,2,0,ESCALATE,ESCALATED,0.0
TXN10288,CUST1145,735.49,FAILED,AUTHENTICATION_FAILURE,3,NEW,0,11,ESCALATE,ESCALATED,0.0
TXN10289,CUST1136,10115.25,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,3,14,ESCALATE,ESCALATED,0.0
TXN10290,CUST1262,1382.24,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,8,8,CUSTOMER_PROMPT,SUCCESS,1382.24
TXN10291,CUST1226,425.3,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,7,4,ESCALATE,ESCALATED,0.0
TXN10292,CUST1257,1399.36,FAILED,NETWORK_ERROR,1,RETURNING,6,4,RETRY,FAILED,0.0
TXN10293,CUST1170,233.79,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,7,3,CUSTOMER_PROMPT,SUCCESS,233.79
TXN10294,CUST1282,1778.76,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,5,7,PAYMENT_LINK,SUCCESS,1778.76
TXN10295,CUST1054,1234.64,FAILED,INSUFFICIENT_FUNDS,4,NEW,1,4,ESCALATE,ESCALATED,0.0
TXN10296,CUST1263,24869.57,FAILED,UNKNOWN,3,RETURNING,6,2,ESCALATE,RECOVERED,24869.57
TXN10297,CUST1204,8242.23,FAILED,NETWORK_ERROR,1,NEW,2,1,RETRY,FAILED,0.0
TXN10298,CUST1287,5790.0,FAILED,AUTHENTICATION_FAILURE,4,LOYAL,12,1,ESCALATE,ESCALATED,0.0
TXN10299,CUST1180,19015.25,FAILED,CARD_EXPIRED,3,NEW,1,12,ESCALATE,ESCALATED,0.0
TXN10300,CUST1056,16555.24,FAILED,UNKNOWN,2,RETURNING,2,7,REMINDER,FAILED,0.0
TXN10301,CUST1225,1801.25,FAILED,NETWORK_ERROR,3,LOYAL,27,7,ESCALATE,ESCALATED,0.0
TXN10302,CUST1222,634.41,FAILED,CARD_EXPIRED,2,RETURNING,7,13,CUSTOMER_PROMPT,FAILED,0.0
TXN10303,CUST1155,278.02,FAILED,TEMPORARY_BANK_ERROR,3,NEW,0,12,ESCALATE,ESCALATED,0.0
TXN10304,CUST1153,35461.55,FAILED,INSUFFICIENT_FUNDS,1,LOYAL,19,1,PAYMENT_LINK,SUCCESS,35461.55
TXN10305,CUST1007,224.54,FAILED,INSUFFICIENT_FUNDS,4,LOYAL,18,1,ESCALATE,ESCALATED,0.0
TXN10306,CUST1092,38733.25,FAILED,NETWORK_ERROR,3,NEW,2,3,ESCALATE,ESCALATED,0.0
TXN10307,CUST1251,1097.01,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,5,4,ESCALATE,ESCALATED,0.0
TXN10308,CUST1227,6116.95,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,2,12,ESCALATE,RECOVERED,6116.95
TXN10309,CUST1116,46781.24,FAILED,NETWORK_ERROR,1,RETURNING,2,2,RETRY,SUCCESS,46781.24
TXN10310,CUST1081,2461.57,FAILED,UNKNOWN,1,RETURNING,3,3,REMINDER,FAILED,0.0
TXN10311,CUST1192,1380.94,FAILED,CARD_EXPIRED,1,LOYAL,17,8,CUSTOMER_PROMPT,SUCCESS,1380.94
TXN10312,CUST1281,514.4,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,9,4,ESCALATE,ESCALATED,0.0
TXN10313,CUST1083,27204.12,FAILED,INSUFFICIENT_FUNDS,2,LOYAL,15,3,PAYMENT_LINK,FAILED,0.0
TXN10314,CUST1270,1094.57,FAILED,CARD_EXPIRED,4,RETURNING,9,13,ESCALATE,ESCALATED,0.0
TXN10315,CUST1289,13802.12,FAILED,NETWORK_ERROR,4,LOYAL,11,7,ESCALATE,ESCALATED,0.0
TXN10316,CUST1053,21298.9,FAILED,NETWORK_ERROR,1,LOYAL,28,12,RETRY,SUCCESS,21298.9
TXN10317,CUST1037,18022.41,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,6,2,ESCALATE,ESCALATED,0.0
TXN10318,CUST1205,1516.1,FAILED,CARD_EXPIRED,1,RETURNING,3,8,CUSTOMER_PROMPT,SUCCESS,1516.1
TXN10319,CUST1058,49981.76,FAILED,INSUFFICIENT_FUNDS,1,NEW,1,7,PAYMENT_LINK,FAILED,0.0
TXN10320,CUST1272,8029.88,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,2,9,ESCALATE,ESCALATED,0.0
TXN10321,CUST1087,1281.8,FAILED,AUTHENTICATION_FAILURE,1,RETURNING,2,2,CUSTOMER_PROMPT,SUCCESS,1281.8
TXN10322,CUST1168,3441.39,FAILED,CARD_EXPIRED,1,LOYAL,14,0,CUSTOMER_PROMPT,SUCCESS,3441.39
TXN10323,CUST1064,550.43,FAILED,NETWORK_ERROR,3,LOYAL,24,12,ESCALATE,ESCALATED,0.0
TXN10324,CUST1269,5859.52,FAILED,CARD_EXPIRED,4,NEW,2,13,ESCALATE,ESCALATED,0.0
TXN10325,CUST1282,1716.9,FAILED,UNKNOWN,3,LOYAL,8,4,ESCALATE,ESCALATED,0.0
TXN10326,CUST1094,2947.82,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,5,9,ESCALATE,ESCALATED,0.0
TXN10327,CUST1271,44856.56,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,9,6,ESCALATE,ESCALATED,0.0
TXN10328,CUST1096,1966.43,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,7,10,PAYMENT_LINK,FAILED,0.0
TXN10329,CUST1046,34220.19,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,3,5,ESCALATE,ESCALATED,0.0
TXN10330,CUST1028,41394.47,FAILED,NETWORK_ERROR,4,RETURNING,7,5,ESCALATE,ESCALATED,0.0
TXN10331,CUST1168,9529.24,FAILED,TEMPORARY_BANK_ERROR,2,RETURNING,3,9,RETRY,SUCCESS,9529.24
TXN10332,CUST1207,26909.15,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,8,1,PAYMENT_LINK,FAILED,0.0
TXN10333,CUST1040,6396.3,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,8,5,ESCALATE,ESCALATED,0.0
TXN10334,CUST1265,34945.95,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,6,5,ESCALATE,ESCALATED,0.0
TXN10335,CUST1265,33342.28,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,5,0,ESCALATE,ESCALATED,0.0
TXN10336,CUST1067,1301.06,FAILED,AUTHENTICATION_FAILURE,2,NEW,1,8,CUSTOMER_PROMPT,SUCCESS,1301.06
TXN10337,CUST1144,6335.38,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,6,5,ESCALATE,ESCALATED,0.0
TXN10338,CUST1072,23081.79,FAILED,INSUFFICIENT_FUNDS,3,NEW,0,3,ESCALATE,ESCALATED,0.0
TXN10339,CUST1244,19166.88,FAILED,NETWORK_ERROR,1,RETURNING,3,7,RETRY,FAILED,0.0
TXN10340,CUST1060,10549.82,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,7,1,ESCALATE,ESCALATED,0.0
TXN10341,CUST1076,3722.54,FAILED,CARD_EXPIRED,2,RETURNING,8,14,CUSTOMER_PROMPT,FAILED,0.0
TXN10342,CUST1106,30544.44,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,7,9,PAYMENT_LINK,FAILED,0.0
TXN10343,CUST1122,4150.56,FAILED,NETWORK_ERROR,1,LOYAL,25,1,RETRY,SUCCESS,4150.56
TXN10344,CUST1204,27701.82,FAILED,CARD_EXPIRED,2,LOYAL,25,10,CUSTOMER_PROMPT,FAILED,0.0
TXN10345,CUST1120,6020.55,FAILED,INSUFFICIENT_FUNDS,3,NEW,2,13,ESCALATE,RECOVERED,6020.55
TXN10346,CUST1083,667.43,FAILED,NETWORK_ERROR,3,RETURNING,5,2,ESCALATE,ESCALATED,0.0
TXN10347,CUST1152,10318.58,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,8,14,PAYMENT_LINK,SUCCESS,10318.58
TXN10348,CUST1212,1689.61,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,3,6,PAYMENT_LINK,SUCCESS,1689.61
TXN10349,CUST1213,43154.85,FAILED,NETWORK_ERROR,3,NEW,1,0,ESCALATE,ESCALATED,0.0
TXN10350,CUST1133,5673.05,FAILED,TEMPORARY_BANK_ERROR,1,RETURNING,9,6,RETRY,SUCCESS,5673.05
TXN10351,CUST1114,4374.0,FAILED,NETWORK_ERROR,3,NEW,2,13,ESCALATE,ESCALATED,0.0
TXN10352,CUST1151,6153.28,FAILED,INSUFFICIENT_FUNDS,3,NEW,2,5,ESCALATE,ESCALATED,0.0
TXN10353,CUST1140,6454.47,FAILED,NETWORK_ERROR,3,LOYAL,10,9,ESCALATE,ESCALATED,0.0
TXN10354,CUST1281,1765.95,FAILED,TEMPORARY_BANK_ERROR,1,RETURNING,6,6,RETRY,SUCCESS,1765.95
TXN10355,CUST1170,40592.04,FAILED,UNKNOWN,1,NEW,0,0,REMINDER,FAILED,0.0
TXN10356,CUST1119,323.28,FAILED,INSUFFICIENT_FUNDS,1,NEW,1,5,PAYMENT_LINK,FAILED,0.0
TXN10357,CUST1146,1553.75,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,4,13,ESCALATE,ESCALATED,0.0
TXN10358,CUST1021,1737.95,FAILED,CARD_EXPIRED,3,RETURNING,2,1,ESCALATE,ESCALATED,0.0
TXN10359,CUST1019,39723.26,FAILED,UNKNOWN,2,NEW,0,1,REMINDER,FAILED,0.0
TXN10360,CUST1059,22846.49,FAILED,INSUFFICIENT_FUNDS,3,NEW,1,6,ESCALATE,ESCALATED,0.0
TXN10361,CUST1123,38350.63,FAILED,NETWORK_ERROR,1,RETURNING,3,8,RETRY,SUCCESS,38350.63
TXN10362,CUST1208,370.67,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,6,6,CUSTOMER_PROMPT,FAILED,0.0
TXN10363,CUST1214,38529.43,FAILED,INSUFFICIENT_FUNDS,2,NEW,0,12,PAYMENT_LINK,SUCCESS,38529.43
TXN10364,CUST1266,5464.87,FAILED,NETWORK_ERROR,4,RETURNING,7,9,ESCALATE,ESCALATED,0.0
TXN10365,CUST1080,686.7,FAILED,CARD_EXPIRED,2,NEW,1,11,CUSTOMER_PROMPT,FAILED,0.0
TXN10366,CUST1194,27754.37,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,9,5,PAYMENT_LINK,FAILED,0.0
TXN10367,CUST1277,1889.32,FAILED,NETWORK_ERROR,1,LOYAL,28,10,RETRY,SUCCESS,1889.32
TXN10368,CUST1256,42865.92,FAILED,NETWORK_ERROR,4,LOYAL,27,11,ESCALATE,ESCALATED,0.0
TXN10369,CUST1186,26609.64,FAILED,NETWORK_ERROR,2,LOYAL,21,8,RETRY,FAILED,0.0
TXN10370,CUST1037,1124.56,FAILED,NETWORK_ERROR,1,LOYAL,9,5,RETRY,SUCCESS,1124.56
TXN10371,CUST1252,23065.57,FAILED,TEMPORARY_BANK_ERROR,3,LOYAL,17,2,ESCALATE,ESCALATED,0.0
TXN10372,CUST1165,771.59,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,4,4,ESCALATE,ESCALATED,0.0
TXN10373,CUST1137,38246.34,FAILED,TEMPORARY_BANK_ERROR,3,LOYAL,18,4,ESCALATE,ESCALATED,0.0
TXN10374,CUST1138,35532.89,FAILED,TEMPORARY_BANK_ERROR,1,RETURNING,3,3,RETRY,SUCCESS,35532.89
TXN10375,CUST1165,31107.1,FAILED,UNKNOWN,4,RETURNING,6,5,ESCALATE,ESCALATED,0.0
TXN10376,CUST1132,2426.73,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,7,10,ESCALATE,ESCALATED,0.0
TXN10377,CUST1103,7153.41,FAILED,NETWORK_ERROR,3,RETURNING,4,3,ESCALATE,ESCALATED,0.0
TXN10378,CUST1042,1468.25,FAILED,TEMPORARY_BANK_ERROR,4,LOYAL,25,0,ESCALATE,ESCALATED,0.0
TXN10379,CUST1229,5638.52,FAILED,UNKNOWN,1,RETURNING,9,12,REMINDER,FAILED,0.0
TXN10380,CUST1115,39622.59,FAILED,INSUFFICIENT_FUNDS,2,NEW,0,0,PAYMENT_LINK,FAILED,0.0
TXN10381,CUST1072,642.31,FAILED,INSUFFICIENT_FUNDS,3,LOYAL,23,7,ESCALATE,ESCALATED,0.0
TXN10382,CUST1275,45894.63,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,2,4,ESCALATE,ESCALATED,0.0
TXN10383,CUST1057,824.51,FAILED,AUTHENTICATION_FAILURE,2,LOYAL,26,1,CUSTOMER_PROMPT,SUCCESS,824.51
TXN10384,CUST1295,5752.39,FAILED,TEMPORARY_BANK_ERROR,3,NEW,2,4,ESCALATE,ESCALATED,0.0
TXN10385,CUST1027,16222.86,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,9,11,ESCALATE,ESCALATED,0.0
TXN10386,CUST1277,838.58,FAILED,NETWORK_ERROR,2,NEW,2,14,RETRY,FAILED,0.0
TXN10387,CUST1111,4419.05,FAILED,NETWORK_ERROR,4,NEW,1,13,ESCALATE,ESCALATED,0.0
TXN10388,CUST1277,27669.86,FAILED,NETWORK_ERROR,1,RETURNING,2,7,RETRY,SUCCESS,27669.86
TXN10389,CUST1031,1504.01,FAILED,TEMPORARY_BANK_ERROR,3,LOYAL,22,6,ESCALATE,ESCALATED,0.0
TXN10390,CUST1248,4971.37,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,2,5,ESCALATE,ESCALATED,0.0
TXN10391,CUST1076,23129.32,FAILED,UNKNOWN,1,RETURNING,7,0,REMINDER,FAILED,0.0
TXN10392,CUST1219,35789.81,FAILED,NETWORK_ERROR,2,LOYAL,20,14,RETRY,FAILED,0.0
TXN10393,CUST1184,8833.23,FAILED,AUTHENTICATION_FAILURE,2,LOYAL,29,7,CUSTOMER_PROMPT,FAILED,0.0
TXN10394,CUST1126,47555.8,FAILED,CARD_EXPIRED,3,RETURNING,4,4,ESCALATE,ESCALATED,0.0
TXN10395,CUST1275,44962.87,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,5,9,ESCALATE,ESCALATED,0.0
TXN10396,CUST1278,876.75,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,2,1,ESCALATE,ESCALATED,0.0
TXN10397,CUST1001,19525.87,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,6,12,PAYMENT_LINK,SUCCESS,19525.87
TXN10398,CUST1093,1567.76,FAILED,NETWORK_ERROR,2,RETURNING,6,12,RETRY,FAILED,0.0
TXN10399,CUST1136,30423.23,FAILED,NETWORK_ERROR,1,LOYAL,17,6,RETRY,SUCCESS,30423.23
TXN10400,CUST1071,3285.28,FAILED,INSUFFICIENT_FUNDS,1,NEW,2,13,PAYMENT_LINK,FAILED,0.0
TXN10401,CUST1220,7564.3,FAILED,AUTHENTICATION_FAILURE,3,RETURNING,4,0,ESCALATE,ESCALATED,0.0
TXN10402,CUST1226,8679.69,FAILED,NETWORK_ERROR,3,NEW,0,5,ESCALATE,ESCALATED,0.0
TXN10403,CUST1183,4339.84,FAILED,NETWORK_ERROR,3,RETURNING,4,0,ESCALATE,ESCALATED,0.0
TXN10404,CUST1057,47886.46,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,7,3,ESCALATE,ESCALATED,0.0
TXN10405,CUST1209,7649.26,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,5,7,ESCALATE,ESCALATED,0.0
TXN10406,CUST1141,6327.48,FAILED,TEMPORARY_BANK_ERROR,3,LOYAL,19,7,ESCALATE,ESCALATED,0.0
TXN10407,CUST1151,9304.95,FAILED,NETWORK_ERROR,4,NEW,0,7,ESCALATE,ESCALATED,0.0
TXN10408,CUST1139,12224.22,FAILED,NETWORK_ERROR,2,RETURNING,2,14,RETRY,SUCCESS,12224.22
TXN10409,CUST1115,1835.52,FAILED,TEMPORARY_BANK_ERROR,2,RETURNING,3,4,RETRY,SUCCESS,1835.52
TXN10410,CUST1276,7878.67,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,3,14,ESCALATE,ESCALATED,0.0
TXN10411,CUST1226,24205.27,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,8,1,ESCALATE,ESCALATED,0.0
TXN10412,CUST1004,7255.59,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,5,10,ESCALATE,ESCALATED,0.0
TXN10413,CUST1187,24461.66,FAILED,TEMPORARY_BANK_ERROR,4,LOYAL,12,1,ESCALATE,ESCALATED,0.0
TXN10414,CUST1219,18922.48,FAILED,NETWORK_ERROR,4,NEW,2,12,ESCALATE,ESCALATED,0.0
TXN10415,CUST1277,1969.42,FAILED,TEMPORARY_BANK_ERROR,4,NEW,1,8,ESCALATE,ESCALATED,0.0
TXN10416,CUST1207,20114.32,FAILED,CARD_EXPIRED,1,RETURNING,3,5,CUSTOMER_PROMPT,FAILED,0.0
TXN10417,CUST1013,8444.91,FAILED,INSUFFICIENT_FUNDS,2,NEW,1,12,PAYMENT_LINK,FAILED,0.0
TXN10418,CUST1057,42944.94,FAILED,INSUFFICIENT_FUNDS,3,RETURNING,8,11,ESCALATE,ESCALATED,0.0
