transaction_id,amount_at_risk,failure_reason,recommended_action,priority,recovery_status,recovered_amount
TXN10264,9199.77,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10265,718.13,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,718.13
TXN10266,43541.97,NETWORK_ERROR,RETRY,HIGH,RECOVERED,43541.97
TXN10267,23891.08,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,23891.08
TXN10268,4403.61,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10269,3058.85,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10270,4205.86,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10271,1258.72,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10272,27738.23,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10273,21937.4,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,21937.4
TXN10274,8100.01,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10275,1646.99,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10276,224.77,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,224.77
TXN10277,14176.17,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10278,826.88,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10279,8355.33,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10280,1871.61,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10281,40384.46,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10282,1146.3,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10283,5973.07,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10284,2374.77,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,2374.77
TXN10285,1874.6,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10286,1836.9,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,1836.9
TXN10287,20169.26,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10288,735.49,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10289,10115.25,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10290,1382.24,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,1382.24
TXN10291,425.3,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10292,1399.36,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,1399.36
TXN10293,233.79,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10294,1778.76,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,1778.76
TXN10295,1234.64,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10296,24869.57,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10297,8242.23,NETWORK_ERROR,RETRY,HIGH,RECOVERED,8242.23
TXN10298,5790.0,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10299,19015.25,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10300,16555.24,UNKNOWN,REMINDER,LOW,RECOVERED,16555.24
TXN10301,1801.25,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10302,634.41,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10303,278.02,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10304,35461.55,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,35461.55
TXN10305,224.54,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10306,38733.25,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10307,1097.01,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10308,6116.95,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10309,46781.24,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10310,2461.57,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10311,1380.94,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,1380.94
TXN10312,514.4,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10313,27204.12,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,27204.12
TXN10314,1094.57,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10315,13802.12,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10316,21298.9,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10317,18022.41,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10318,1516.1,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,1516.1
TXN10319,49981.76,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,49981.76
TXN10320,8029.88,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10321,1281.8,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10322,3441.39,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10323,550.43,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10324,5859.52,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10325,1716.9,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10326,2947.82,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10327,44856.56,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10328,1966.43,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,1966.43
TXN10329,34220.19,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10330,41394.47,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10331,9529.24,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10332,26909.15,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10333,6396.3,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10334,34945.95,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10335,33342.28,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10336,1301.06,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,1301.06
TXN10337,6335.38,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10338,23081.79,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10339,19166.88,NETWORK_ERROR,RETRY,HIGH,RECOVERED,19166.88
TXN10340,10549.82,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10341,3722.54,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,3722.54
TXN10342,30544.44,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,30544.44
TXN10343,4150.56,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,4150.56
TXN10344,27701.82,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10345,6020.55,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10346,667.43,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10347,10318.58,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10348,1689.61,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10349,43154.85,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10350,5673.05,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,5673.05
TXN10351,4374.0,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10352,6153.28,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10353,6454.47,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10354,1765.95,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,1765.95
TXN10355,40592.04,UNKNOWN,REMINDER,LOW,RECOVERED,40592.04
TXN10356,323.28,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10357,1553.75,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10358,1737.95,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10359,39723.26,UNKNOWN,REMINDER,LOW,RECOVERED,39723.26
TXN10360,22846.49,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10361,38350.63,NETWORK_ERROR,RETRY,HIGH,RECOVERED,38350.63
TXN10362,370.67,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,370.67
TXN10363,38529.43,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,38529.43
TXN10364,5464.87,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10365,686.7,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,686.7
TXN10366,27754.37,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,27754.37
TXN10367,1889.32,NETWORK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10368,42865.92,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10369,26609.64,NETWORK_ERROR,RETRY,HIGH,RECOVERED,26609.64
TXN10370,1124.56,NETWORK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10371,23065.57,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10372,771.59,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10373,38246.34,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10374,35532.89,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,35532.89
TXN10375,31107.1,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10376,2426.73,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10377,7153.41,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10378,1468.25,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10379,5638.52,UNKNOWN,REMINDER,LOW,RECOVERED,5638.52
TXN10380,39622.59,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10381,642.31,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10382,45894.63,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10383,824.51,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10384,5752.39,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10385,16222.86,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10386,838.58,NETWORK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10387,4419.05,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10388,27669.86,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10389,1504.01,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10390,4971.37,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10391,23129.32,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10392,35789.81,NETWORK_ERROR,RETRY,HIGH,RECOVERED,35789.81
TXN10393,8833.23,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10394,47555.8,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10395,44962.87,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10396,876.75,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10397,19525.87,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,19525.87
TXN10398,1567.76,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,1567.76
TXN10399,30423.23,NETWORK_ERROR,RETRY,HIGH,RECOVERED,30423.23
TXN10400,3285.28,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,3285.28
TXN10401,7564.3,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10402,8679.69,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10403,4339.84,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10404,47886.46,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10405,7649.26,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10406,6327.48,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10407,9304.95,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10408,12224.22,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10409,1835.52,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,1835.52
TXN10410,7878.67,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10411,24205.27,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10412,7255.59,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10413,24461.66,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10414,18922.48,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10415,1969.42,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10416,20114.32,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10417,8444.91,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,8444.91
TXN10418,42944.94,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10419,1429.96,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10420,18959.3,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10421,1425.44,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,1425.44
TXN10422,21123.98,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10423,13829.16,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10424,7037.94,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10425,7263.78,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10426,18608.18,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,18608.18
TXN10427,42817.07,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10428,3528.87,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10429,6371.12,NETWORK_ERROR,RETRY,HIGH,RECOVERED,6371.12
TXN10430,2132.72,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,2132.72
TXN10431,8946.41,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10432,41494.88,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10433,32642.87,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10434,493.01,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10435,23279.93,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10436,21855.68,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10437,33393.55,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,33393.55
TXN10438,19199.75,NETWORK_ERROR,RETRY,HIGH,RECOVERED,19199.75
TXN10439,913.59,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10440,41752.72,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10441,939.14,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,939.14
TXN10442,34127.69,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10443,44622.5,NETWORK_ERROR,RETRY,HIGH,RECOVERED,44622.5
TXN10444,6824.6,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10445,7002.02,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,7002.02
TXN10446,4730.21,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10447,41098.22,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,41098.22
TXN10448,289.75,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10449,1850.08,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,1850.08
TXN10450,47836.99,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10451,428.99,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,428.99
TXN10452,22730.48,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10453,4852.41,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10454,882.96,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10455,44944.74,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10456,22609.58,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10457,27037.51,NETWORK_ERROR,RETRY,HIGH,RECOVERED,27037.51
TXN10458,8371.27,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10459,49018.92,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,49018.92
TXN10460,7513.79,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10461,5728.99,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10462,9800.46,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10463,20035.16,UNKNOWN,REMINDER,LOW,RECOVERED,20035.16
TXN10464,29972.12,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10465,5097.81,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10466,554.75,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,554.75
TXN10467,1520.86,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10468,2634.16,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10469,22764.94,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10470,846.63,UNKNOWN,REMINDER,LOW,FAILED,0.0
TXN10471,30651.33,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10472,814.33,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10473,6795.09,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10474,6027.87,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10475,34203.58,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,34203.58
TXN10476,8697.06,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10477,895.07,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10478,310.67,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10479,1599.06,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10480,8371.08,TEMPORARY_BANK_ERROR,RETRY,HIGH,RECOVERED,8371.08
TXN10481,5056.73,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10482,7223.13,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10483,3355.86,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,3355.86
TXN10484,23997.51,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10485,49128.83,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10486,6174.55,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10487,49861.05,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10488,18332.62,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10489,28869.59,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10490,37973.58,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,37973.58
TXN10491,991.97,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,991.97
TXN10492,2730.38,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10493,849.96,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10494,8466.35,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,8466.35
TXN10495,6751.8,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10496,24415.02,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10497,45446.85,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10498,45190.1,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10499,5999.97,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10500,1315.67,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10501,907.4,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,RECOVERED,907.4
TXN10502,4505.82,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,RECOVERED,4505.82
TXN10503,1551.3,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10504,13296.24,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10505,1441.58,NETWORK_ERROR,RETRY,MEDIUM,RECOVERED,1441.58
TXN10506,8890.48,NETWORK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10507,719.99,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10508,8876.58,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10509,922.23,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10510,37880.97,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10511,35255.04,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,RECOVERED,35255.04
TXN10512,449.66,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,449.66
TXN10513,3106.83,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10514,8540.17,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10515,33842.0,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10516,3756.86,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
TXN10517,1502.25,NETWORK_ERROR,RETRY,MEDIUM,FAILED,0.0
TXN10518,2864.12,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10519,8519.76,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10520,9894.18,UNKNOWN,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10521,19390.18,TEMPORARY_BANK_ERROR,RETRY,HIGH,FAILED,0.0
TXN10522,1166.65,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,RECOVERED,1166.65
TXN10523,14272.03,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,FAILED,0.0
TXN10524,35396.27,UNKNOWN,REMINDER,LOW,RECOVERED,35396.27
TXN10525,339.14,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10526,10575.25,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,ESCALATED,0.0
TXN10527,3278.88,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,FAILED,0.0
