transaction_id,customer_id,amount,failure_reason,attempts,customer_type,recovery_score,recovery_risk,priority_score,priority,recommended_action
TXN10212,CUST1182,4673.57,INSUFFICIENT_FUNDS,4,NEW,5,LOW,20,LOW,STOP_AND_ESCALATE
TXN10213,CUST1259,12501.69,UNKNOWN,1,RETURNING,75,HIGH,80,HIGH,REMINDER
TXN10214,CUST1060,37436.45,NETWORK_ERROR,2,LOYAL,100,HIGH,90,HIGH,RETRY
TXN10215,CUST1034,3322.19,NETWORK_ERROR,3,LOYAL,55,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10216,CUST1259,972.38,INSUFFICIENT_FUNDS,1,RETURNING,65,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10217,CUST1030,288.72,TEMPORARY_BANK_ERROR,4,NEW,25,LOW,20,LOW,STOP_AND_ESCALATE
TXN10218,CUST1181,5776.01,INSUFFICIENT_FUNDS,3,RETURNING,20,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10219,CUST1020,971.0,TEMPORARY_BANK_ERROR,2,RETURNING,65,MEDIUM,35,LOW,RETRY
TXN10220,CUST1153,23893.73,UNKNOWN,3,NEW,30,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10221,CUST1160,4081.0,NETWORK_ERROR,2,LOYAL,95,HIGH,60,MEDIUM,RETRY
TXN10222,CUST1042,20038.67,AUTHENTICATION_FAILURE,1,RETURNING,45,MEDIUM,60,MEDIUM,CUSTOMER_PROMPT
TXN10223,CUST1111,7661.97,AUTHENTICATION_FAILURE,1,NEW,45,MEDIUM,45,MEDIUM,CUSTOMER_PROMPT
TXN10224,CUST1058,44479.48,INSUFFICIENT_FUNDS,3,RETURNING,40,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10225,CUST1212,41451.13,NETWORK_ERROR,2,LOYAL,85,HIGH,85,HIGH,RETRY
TXN10226,CUST1247,1386.33,NETWORK_ERROR,1,RETURNING,65,MEDIUM,40,MEDIUM,RETRY
TXN10227,CUST1266,31548.07,CARD_EXPIRED,2,NEW,30,LOW,55,MEDIUM,CUSTOMER_PROMPT
TXN10228,CUST1237,565.78,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,35,LOW,PAYMENT_LINK
TXN10229,CUST1219,3263.48,INSUFFICIENT_FUNDS,3,RETURNING,35,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10230,CUST1011,45759.59,AUTHENTICATION_FAILURE,2,RETURNING,65,MEDIUM,85,HIGH,CUSTOMER_PROMPT
TXN10231,CUST1222,1530.51,NETWORK_ERROR,2,LOYAL,95,HIGH,60,MEDIUM,RETRY
TXN10232,CUST1226,37474.44,CARD_EXPIRED,2,RETURNING,40,MEDIUM,70,HIGH,CUSTOMER_PROMPT
TXN10233,CUST1212,8864.56,AUTHENTICATION_FAILURE,3,NEW,0,LOW,30,LOW,STOP_AND_ESCALATE
TXN10234,CUST1162,8553.22,TEMPORARY_BANK_ERROR,2,NEW,50,MEDIUM,40,MEDIUM,RETRY
TXN10235,CUST1138,4783.18,AUTHENTICATION_FAILURE,2,RETURNING,60,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10236,CUST1200,1717.73,INSUFFICIENT_FUNDS,4,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE
TXN10237,CUST1226,12906.83,AUTHENTICATION_FAILURE,2,RETURNING,40,MEDIUM,60,MEDIUM,CUSTOMER_PROMPT
TXN10238,CUST1133,1572.68,TEMPORARY_BANK_ERROR,3,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10239,CUST1083,6482.96,INSUFFICIENT_FUNDS,2,RETURNING,65,MEDIUM,65,MEDIUM,PAYMENT_LINK
TXN10240,CUST1274,5371.13,NETWORK_ERROR,2,RETURNING,85,HIGH,70,HIGH,RETRY
TXN10241,CUST1119,48512.41,CARD_EXPIRED,4,RETURNING,40,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10242,CUST1226,6325.05,INSUFFICIENT_FUNDS,1,NEW,35,LOW,35,LOW,PAYMENT_LINK
TXN10243,CUST1119,33952.33,CARD_EXPIRED,1,LOYAL,65,MEDIUM,80,HIGH,CUSTOMER_PROMPT
TXN10244,CUST1254,532.59,AUTHENTICATION_FAILURE,4,RETURNING,15,LOW,25,LOW,STOP_AND_ESCALATE
TXN10245,CUST1215,1384.89,UNKNOWN,4,RETURNING,40,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10246,CUST1231,2201.11,TEMPORARY_BANK_ERROR,3,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10247,CUST1066,41552.09,TEMPORARY_BANK_ERROR,4,NEW,45,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10248,CUST1060,34026.04,NETWORK_ERROR,2,LOYAL,100,HIGH,90,HIGH,RETRY
TXN10249,CUST1236,2365.14,AUTHENTICATION_FAILURE,4,LOYAL,30,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10250,CUST1294,1052.72,CARD_EXPIRED,4,NEW,0,LOW,20,LOW,STOP_AND_ESCALATE
TXN10251,CUST1276,30506.71,INSUFFICIENT_FUNDS,1,NEW,60,MEDIUM,75,HIGH,PAYMENT_LINK
TXN10252,CUST1000,820.4,UNKNOWN,1,RETURNING,55,MEDIUM,35,LOW,REMINDER
TXN10253,CUST1249,900.77,NETWORK_ERROR,1,RETURNING,70,HIGH,40,MEDIUM,RETRY
TXN10254,CUST1160,8902.18,TEMPORARY_BANK_ERROR,4,RETURNING,60,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10255,CUST1284,1020.23,INSUFFICIENT_FUNDS,1,NEW,50,MEDIUM,35,LOW,PAYMENT_LINK
TXN10256,CUST1083,4895.0,UNKNOWN,1,RETURNING,65,MEDIUM,45,MEDIUM,REMINDER
TXN10257,CUST1234,31199.66,CARD_EXPIRED,1,RETURNING,50,MEDIUM,70,HIGH,CUSTOMER_PROMPT
TXN10258,CUST1098,1073.8,CARD_EXPIRED,2,LOYAL,55,MEDIUM,50,MEDIUM,CUSTOMER_PROMPT
TXN10259,CUST1040,6339.73,INSUFFICIENT_FUNDS,3,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10260,CUST1155,4550.62,NETWORK_ERROR,1,RETURNING,85,HIGH,50,MEDIUM,RETRY
TXN10261,CUST1125,973.95,TEMPORARY_BANK_ERROR,4,LOYAL,75,HIGH,65,MEDIUM,STOP_AND_ESCALATE
TXN10262,CUST1066,2809.98,AUTHENTICATION_FAILURE,3,LOYAL,45,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10263,CUST1244,5073.27,INSUFFICIENT_FUNDS,2,LOYAL,60,MEDIUM,60,MEDIUM,PAYMENT_LINK
TXN10264,CUST1284,9199.77,CARD_EXPIRED,4,RETURNING,30,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10265,CUST1161,718.13,AUTHENTICATION_FAILURE,1,LOYAL,60,MEDIUM,45,MEDIUM,CUSTOMER_PROMPT
TXN10266,CUST1020,43541.97,NETWORK_ERROR,2,RETURNING,90,HIGH,90,HIGH,RETRY
TXN10267,CUST1272,23891.08,TEMPORARY_BANK_ERROR,2,NEW,55,MEDIUM,50,MEDIUM,RETRY
TXN10268,CUST1163,4403.61,INSUFFICIENT_FUNDS,4,RETURNING,35,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10269,CUST1004,3058.85,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10270,CUST1069,4205.86,AUTHENTICATION_FAILURE,4,NEW,0,LOW,20,LOW,STOP_AND_ESCALATE
TXN10271,CUST1178,1258.72,INSUFFICIENT_FUNDS,3,RETURNING,20,LOW,35,LOW,STOP_AND_ESCALATE
TXN10272,CUST1115,27738.23,CARD_EXPIRED,3,RETURNING,20,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10273,CUST1286,21937.4,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,60,MEDIUM,PAYMENT_LINK
TXN10274,CUST1203,8100.01,AUTHENTICATION_FAILURE,4,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10275,CUST1029,1646.99,UNKNOWN,4,RETURNING,20,LOW,35,LOW,STOP_AND_ESCALATE
TXN10276,CUST1126,224.77,NETWORK_ERROR,1,NEW,55,MEDIUM,25,LOW,RETRY
TXN10277,CUST1074,14176.17,INSUFFICIENT_FUNDS,4,RETURNING,25,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10278,CUST1144,826.88,UNKNOWN,3,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10279,CUST1214,8355.33,NETWORK_ERROR,3,NEW,25,LOW,35,LOW,STOP_AND_ESCALATE
TXN10280,CUST1020,1871.61,TEMPORARY_BANK_ERROR,1,RETURNING,70,HIGH,45,MEDIUM,RETRY
TXN10281,CUST1159,40384.46,AUTHENTICATION_FAILURE,4,LOYAL,50,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10282,CUST1263,1146.3,AUTHENTICATION_FAILURE,4,LOYAL,30,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10283,CUST1240,5973.07,INSUFFICIENT_FUNDS,1,LOYAL,65,MEDIUM,60,MEDIUM,PAYMENT_LINK
TXN10284,CUST1156,2374.77,INSUFFICIENT_FUNDS,2,LOYAL,75,HIGH,60,MEDIUM,PAYMENT_LINK
TXN10285,CUST1082,1874.6,AUTHENTICATION_FAILURE,2,LOYAL,55,MEDIUM,50,MEDIUM,CUSTOMER_PROMPT
TXN10286,CUST1119,1836.9,AUTHENTICATION_FAILURE,1,NEW,30,LOW,25,LOW,CUSTOMER_PROMPT
TXN10287,CUST1280,20169.26,INSUFFICIENT_FUNDS,3,RETURNING,40,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10288,CUST1145,735.49,AUTHENTICATION_FAILURE,3,NEW,0,LOW,15,LOW,STOP_AND_ESCALATE
TXN10289,CUST1136,10115.25,AUTHENTICATION_FAILURE,4,RETURNING,15,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10290,CUST1262,1382.24,AUTHENTICATION_FAILURE,2,RETURNING,40,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10291,CUST1226,425.3,TEMPORARY_BANK_ERROR,4,RETURNING,55,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10292,CUST1257,1399.36,NETWORK_ERROR,1,RETURNING,85,HIGH,50,MEDIUM,RETRY
TXN10293,CUST1170,233.79,AUTHENTICATION_FAILURE,2,RETURNING,55,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10294,CUST1282,1778.76,INSUFFICIENT_FUNDS,1,RETURNING,65,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10295,CUST1054,1234.64,INSUFFICIENT_FUNDS,4,NEW,20,LOW,30,LOW,STOP_AND_ESCALATE
TXN10296,CUST1263,24869.57,UNKNOWN,3,RETURNING,50,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10297,CUST1204,8242.23,NETWORK_ERROR,1,NEW,75,HIGH,60,MEDIUM,RETRY
TXN10298,CUST1287,5790.0,AUTHENTICATION_FAILURE,4,LOYAL,50,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10299,CUST1180,19015.25,CARD_EXPIRED,3,NEW,5,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10300,CUST1056,16555.24,UNKNOWN,2,RETURNING,65,MEDIUM,65,MEDIUM,REMINDER
TXN10301,CUST1225,1801.25,NETWORK_ERROR,3,LOYAL,70,HIGH,60,MEDIUM,STOP_AND_ESCALATE
TXN10302,CUST1222,634.41,CARD_EXPIRED,2,RETURNING,40,MEDIUM,35,LOW,CUSTOMER_PROMPT
TXN10303,CUST1155,278.02,TEMPORARY_BANK_ERROR,3,NEW,25,LOW,20,LOW,STOP_AND_ESCALATE
TXN10304,CUST1153,35461.55,INSUFFICIENT_FUNDS,1,LOYAL,90,HIGH,100,HIGH,PAYMENT_LINK
TXN10305,CUST1007,224.54,INSUFFICIENT_FUNDS,4,LOYAL,55,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10306,CUST1092,38733.25,NETWORK_ERROR,3,NEW,45,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE
TXN10307,CUST1251,1097.01,TEMPORARY_BANK_ERROR,3,RETURNING,55,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10308,CUST1227,6116.95,INSUFFICIENT_FUNDS,4,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10309,CUST1116,46781.24,NETWORK_ERROR,1,RETURNING,90,HIGH,90,HIGH,RETRY
TXN10310,CUST1081,2461.57,UNKNOWN,1,RETURNING,65,MEDIUM,45,MEDIUM,REMINDER
TXN10311,CUST1192,1380.94,CARD_EXPIRED,1,LOYAL,60,MEDIUM,50,MEDIUM,CUSTOMER_PROMPT
TXN10312,CUST1281,514.4,INSUFFICIENT_FUNDS,3,RETURNING,35,LOW,35,LOW,STOP_AND_ESCALATE
TXN10313,CUST1083,27204.12,INSUFFICIENT_FUNDS,2,LOYAL,80,HIGH,90,HIGH,PAYMENT_LINK
TXN10314,CUST1270,1094.57,CARD_EXPIRED,4,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE
TXN10315,CUST1289,13802.12,NETWORK_ERROR,4,LOYAL,75,HIGH,80,HIGH,STOP_AND_ESCALATE
TXN10316,CUST1053,21298.9,NETWORK_ERROR,1,LOYAL,90,HIGH,75,HIGH,RETRY
TXN10317,CUST1037,18022.41,INSUFFICIENT_FUNDS,4,RETURNING,45,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10318,CUST1205,1516.1,CARD_EXPIRED,1,RETURNING,40,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10319,CUST1058,49981.76,INSUFFICIENT_FUNDS,1,NEW,55,MEDIUM,65,MEDIUM,PAYMENT_LINK
TXN10320,CUST1272,8029.88,INSUFFICIENT_FUNDS,4,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10321,CUST1087,1281.8,AUTHENTICATION_FAILURE,1,RETURNING,60,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT
TXN10322,CUST1168,3441.39,CARD_EXPIRED,1,LOYAL,80,HIGH,70,HIGH,CUSTOMER_PROMPT
TXN10323,CUST1064,550.43,NETWORK_ERROR,3,LOYAL,55,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10324,CUST1269,5859.52,CARD_EXPIRED,4,NEW,0,LOW,30,LOW,STOP_AND_ESCALATE
TXN10325,CUST1282,1716.9,UNKNOWN,3,LOYAL,50,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10326,CUST1094,2947.82,TEMPORARY_BANK_ERROR,3,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10327,CUST1271,44856.56,INSUFFICIENT_FUNDS,4,RETURNING,40,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10328,CUST1096,1966.43,INSUFFICIENT_FUNDS,1,RETURNING,50,MEDIUM,40,MEDIUM,PAYMENT_LINK
TXN10329,CUST1046,34220.19,INSUFFICIENT_FUNDS,3,RETURNING,35,LOW,70,HIGH,STOP_AND_ESCALATE
TXN10330,CUST1028,41394.47,NETWORK_ERROR,4,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10331,CUST1168,9529.24,TEMPORARY_BANK_ERROR,2,RETURNING,60,MEDIUM,50,MEDIUM,RETRY
TXN10332,CUST1207,26909.15,INSUFFICIENT_FUNDS,2,RETURNING,70,HIGH,90,HIGH,PAYMENT_LINK
TXN10333,CUST1040,6396.3,TEMPORARY_BANK_ERROR,3,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10334,CUST1265,34945.95,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10335,CUST1265,33342.28,TEMPORARY_BANK_ERROR,4,RETURNING,65,MEDIUM,85,HIGH,STOP_AND_ESCALATE
TXN10336,CUST1067,1301.06,AUTHENTICATION_FAILURE,2,NEW,25,LOW,25,LOW,MANUAL_REVIEW
TXN10337,CUST1144,6335.38,AUTHENTICATION_FAILURE,4,RETURNING,30,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10338,CUST1072,23081.79,INSUFFICIENT_FUNDS,3,NEW,25,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10339,CUST1244,19166.88,NETWORK_ERROR,1,RETURNING,85,HIGH,70,HIGH,RETRY
TXN10340,CUST1060,10549.82,INSUFFICIENT_FUNDS,4,RETURNING,45,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10341,CUST1076,3722.54,CARD_EXPIRED,2,RETURNING,40,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10342,CUST1106,30544.44,INSUFFICIENT_FUNDS,2,RETURNING,50,MEDIUM,70,HIGH,PAYMENT_LINK
TXN10343,CUST1122,4150.56,NETWORK_ERROR,1,LOYAL,100,HIGH,70,HIGH,RETRY
TXN10344,CUST1204,27701.82,CARD_EXPIRED,2,LOYAL,60,MEDIUM,80,HIGH,CUSTOMER_PROMPT
TXN10345,CUST1120,6020.55,INSUFFICIENT_FUNDS,3,NEW,5,LOW,30,LOW,STOP_AND_ESCALATE
TXN10346,CUST1083,667.43,NETWORK_ERROR,3,RETURNING,60,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10347,CUST1152,10318.58,INSUFFICIENT_FUNDS,1,RETURNING,55,MEDIUM,60,MEDIUM,PAYMENT_LINK
TXN10348,CUST1212,1689.61,INSUFFICIENT_FUNDS,2,RETURNING,55,MEDIUM,45,MEDIUM,PAYMENT_LINK
TXN10349,CUST1213,43154.85,NETWORK_ERROR,3,NEW,50,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10350,CUST1133,5673.05,TEMPORARY_BANK_ERROR,1,RETURNING,85,HIGH,60,MEDIUM,RETRY
TXN10351,CUST1114,4374.0,NETWORK_ERROR,3,NEW,25,LOW,25,LOW,STOP_AND_ESCALATE
TXN10352,CUST1151,6153.28,INSUFFICIENT_FUNDS,3,NEW,20,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10353,CUST1140,6454.47,NETWORK_ERROR,3,LOYAL,55,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10354,CUST1281,1765.95,TEMPORARY_BANK_ERROR,1,RETURNING,85,HIGH,50,MEDIUM,RETRY
TXN10355,CUST1170,40592.04,UNKNOWN,1,NEW,65,MEDIUM,75,HIGH,REMINDER
TXN10356,CUST1119,323.28,INSUFFICIENT_FUNDS,1,NEW,50,MEDIUM,30,LOW,PAYMENT_LINK
TXN10357,CUST1146,1553.75,INSUFFICIENT_FUNDS,3,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE
TXN10358,CUST1021,1737.95,CARD_EXPIRED,3,RETURNING,30,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10359,CUST1019,39723.26,UNKNOWN,2,NEW,60,MEDIUM,75,HIGH,REMINDER
TXN10360,CUST1059,22846.49,INSUFFICIENT_FUNDS,3,NEW,25,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10361,CUST1123,38350.63,NETWORK_ERROR,1,RETURNING,70,HIGH,75,HIGH,RETRY
TXN10362,CUST1208,370.67,AUTHENTICATION_FAILURE,2,RETURNING,55,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT
TXN10363,CUST1214,38529.43,INSUFFICIENT_FUNDS,2,NEW,35,LOW,55,MEDIUM,PAYMENT_LINK
TXN10364,CUST1266,5464.87,NETWORK_ERROR,4,RETURNING,40,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10365,CUST1080,686.7,CARD_EXPIRED,2,NEW,25,LOW,20,LOW,MANUAL_REVIEW
TXN10366,CUST1194,27754.37,INSUFFICIENT_FUNDS,2,RETURNING,65,MEDIUM,75,HIGH,PAYMENT_LINK
TXN10367,CUST1277,1889.32,NETWORK_ERROR,1,LOYAL,85,HIGH,55,MEDIUM,RETRY
TXN10368,CUST1256,42865.92,NETWORK_ERROR,4,LOYAL,60,MEDIUM,80,HIGH,STOP_AND_ESCALATE
TXN10369,CUST1186,26609.64,NETWORK_ERROR,2,LOYAL,85,HIGH,85,HIGH,RETRY
TXN10370,CUST1037,1124.56,NETWORK_ERROR,1,LOYAL,95,HIGH,60,MEDIUM,RETRY
TXN10371,CUST1252,23065.57,TEMPORARY_BANK_ERROR,3,LOYAL,80,HIGH,90,HIGH,STOP_AND_ESCALATE
TXN10372,CUST1165,771.59,TEMPORARY_BANK_ERROR,4,RETURNING,50,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE
TXN10373,CUST1137,38246.34,TEMPORARY_BANK_ERROR,3,LOYAL,75,HIGH,90,HIGH,STOP_AND_ESCALATE
TXN10374,CUST1138,35532.89,TEMPORARY_BANK_ERROR,1,RETURNING,85,HIGH,80,HIGH,RETRY
TXN10375,CUST1165,31107.1,UNKNOWN,4,RETURNING,45,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10376,CUST1132,2426.73,INSUFFICIENT_FUNDS,3,RETURNING,20,LOW,35,LOW,STOP_AND_ESCALATE
TXN10377,CUST1103,7153.41,NETWORK_ERROR,3,RETURNING,50,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10378,CUST1042,1468.25,TEMPORARY_BANK_ERROR,4,LOYAL,75,HIGH,70,HIGH,STOP_AND_ESCALATE
TXN10379,CUST1229,5638.52,UNKNOWN,1,RETURNING,55,MEDIUM,50,MEDIUM,REMINDER
TXN10380,CUST1115,39622.59,INSUFFICIENT_FUNDS,2,NEW,55,MEDIUM,75,HIGH,PAYMENT_LINK
TXN10381,CUST1072,642.31,INSUFFICIENT_FUNDS,3,LOYAL,50,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10382,CUST1275,45894.63,INSUFFICIENT_FUNDS,3,RETURNING,35,LOW,70,HIGH,STOP_AND_ESCALATE
TXN10383,CUST1057,824.51,AUTHENTICATION_FAILURE,2,LOYAL,75,HIGH,65,MEDIUM,CUSTOMER_PROMPT
TXN10384,CUST1295,5752.39,TEMPORARY_BANK_ERROR,3,NEW,40,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10385,CUST1027,16222.86,TEMPORARY_BANK_ERROR,4,RETURNING,45,MEDIUM,60,MEDIUM,STOP_AND_ESCALATE
TXN10386,CUST1277,838.58,NETWORK_ERROR,2,NEW,50,MEDIUM,25,LOW,RETRY
TXN10387,CUST1111,4419.05,NETWORK_ERROR,4,NEW,25,LOW,25,LOW,STOP_AND_ESCALATE
TXN10388,CUST1277,27669.86,NETWORK_ERROR,1,RETURNING,85,HIGH,80,HIGH,RETRY
TXN10389,CUST1031,1504.01,TEMPORARY_BANK_ERROR,3,LOYAL,70,HIGH,60,MEDIUM,STOP_AND_ESCALATE
TXN10390,CUST1248,4971.37,AUTHENTICATION_FAILURE,4,RETURNING,25,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10391,CUST1076,23129.32,UNKNOWN,1,RETURNING,80,HIGH,80,HIGH,REMINDER
TXN10392,CUST1219,35789.81,NETWORK_ERROR,2,LOYAL,85,HIGH,85,HIGH,RETRY
TXN10393,CUST1184,8833.23,AUTHENTICATION_FAILURE,2,LOYAL,70,HIGH,70,HIGH,CUSTOMER_PROMPT
TXN10394,CUST1126,47555.8,CARD_EXPIRED,3,RETURNING,30,LOW,70,HIGH,STOP_AND_ESCALATE
TXN10395,CUST1275,44962.87,TEMPORARY_BANK_ERROR,3,RETURNING,45,MEDIUM,70,HIGH,STOP_AND_ESCALATE
TXN10396,CUST1278,876.75,INSUFFICIENT_FUNDS,4,RETURNING,35,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10397,CUST1001,19525.87,INSUFFICIENT_FUNDS,1,RETURNING,55,MEDIUM,60,MEDIUM,PAYMENT_LINK
TXN10398,CUST1093,1567.76,NETWORK_ERROR,2,RETURNING,65,MEDIUM,40,MEDIUM,RETRY
TXN10399,CUST1136,30423.23,NETWORK_ERROR,1,LOYAL,100,HIGH,90,HIGH,RETRY
TXN10400,CUST1071,3285.28,INSUFFICIENT_FUNDS,1,NEW,35,LOW,25,LOW,PAYMENT_LINK
TXN10401,CUST1220,7564.3,AUTHENTICATION_FAILURE,3,RETURNING,30,LOW,60,MEDIUM,STOP_AND_ESCALATE
TXN10402,CUST1226,8679.69,NETWORK_ERROR,3,NEW,40,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10403,CUST1183,4339.84,NETWORK_ERROR,3,RETURNING,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10404,CUST1057,47886.46,INSUFFICIENT_FUNDS,3,RETURNING,40,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10405,CUST1209,7649.26,INSUFFICIENT_FUNDS,4,RETURNING,35,LOW,50,MEDIUM,STOP_AND_ESCALATE
TXN10406,CUST1141,6327.48,TEMPORARY_BANK_ERROR,3,LOYAL,70,HIGH,70,HIGH,STOP_AND_ESCALATE
TXN10407,CUST1151,9304.95,NETWORK_ERROR,4,NEW,40,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE
TXN10408,CUST1139,12224.22,NETWORK_ERROR,2,RETURNING,65,MEDIUM,60,MEDIUM,RETRY
TXN10409,CUST1115,1835.52,TEMPORARY_BANK_ERROR,2,RETURNING,75,HIGH,50,MEDIUM,RETRY
TXN10410,CUST1276,7878.67,INSUFFICIENT_FUNDS,4,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE
TXN10411,CUST1226,24205.27,TEMPORARY_BANK_ERROR,3,RETURNING,65,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10412,CUST1004,7255.59,TEMPORARY_BANK_ERROR,3,RETURNING,40,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE
TXN10413,CUST1187,24461.66,TEMPORARY_BANK_ERROR,4,LOYAL,80,HIGH,90,HIGH,STOP_AND_ESCALATE
TXN10414,CUST1219,18922.48,NETWORK_ERROR,4,NEW,30,LOW,45,MEDIUM,STOP_AND_ESCALATE
TXN10415,CUST1277,1969.42,TEMPORARY_BANK_ERROR,4,NEW,25,LOW,25,LOW,STOP_AND_ESCALATE
TXN10416,CUST1207,20114.32,CARD_EXPIRED,1,RETURNING,60,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT
TXN10417,CUST1013,8444.91,INSUFFICIENT_FUNDS,2,NEW,30,LOW,35,LOW,PAYMENT_LINK
TXN10418,CUST1057,42944.94,INSUFFICIENT_FUNDS,3,RETURNING,25,LOW,65,MEDIUM,STOP_AND_ESCALATE
TXN10419,CUST1272,1429.96,TEMPORARY_BANK_ERROR,4,RETURNING,60,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE
TXN10420,CUST1099,18959.3,UNKNOWN,4,RETURNING,50,MEDIUM,75,HIGH,STOP_AND_ESCALATE
TXN10421,CUST1140,1425.44,INSUFFICIENT_FUNDS,1,RETURNING,70,HIGH,60,MEDIUM,PAYMENT_LINK
TXN10422,CUST1283,21123.98,AUTHENTICATION_FAILURE,4,RETURNING,20,LOW,55,MEDIUM,STOP_AND_ESCALATE
TXN10423,CUST1102,13829.16,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,65,MEDIUM,PAYMENT_LINK
